content,data_clean_content,slang_replacement_content,tokenized_content,remove_stopwords_content,stemmed_content
pelayanan buruk penarikan uang gagal minggu uang,pelayanan buruk penarikan uang gagal minggu uang,pelayanan buruk penarikan uang gagal minggu uang,"['pelayanan', 'buruk', 'penarikan', 'uang', 'gagal', 'minggu', 'uang']","['pelayanan', 'buruk', 'penarikan', 'uang', 'gagal', 'minggu', 'uang']","['layan', 'buruk', 'tari', 'uang', 'gagal', 'minggu', 'uang']"
barang kirim scan pengirim pick up barang barang hilang penjelasanjdi harap hati uang hilang,barang kirim scan pengirim pick up barang barang hilang penjelasanjdi harap hati uang hilang,barang kirim scan pengirim pick up barang barang hilang penjelasanjdi harap hati uang hilang,"['barang', 'kirim', 'scan', 'pengirim', 'pick', 'up', 'barang', 'barang', 'hilang', 'penjelasanjdi', 'harap', 'hati', 'uang', 'hilang']","['barang', 'kirim', 'scan', 'pengirim', 'pick', 'up', 'barang', 'barang', 'hilang', 'penjelasanjdi', 'harap', 'hati', 'uang', 'hilang']","['barang', 'kirim', 'scan', 'kirim', 'pick', 'up', 'barang', 'barang', 'hilang', 'penjelasanjdi', 'harap', 'hati', 'uang', 'hilang']"
akun tb dinonaktifkan,akun tb dinonaktifkan,akun tb dinonaktifkan,"['akun', 'tb', 'dinonaktifkan']","['akun', 'tb', 'dinonaktifkan']","['akun', 'tb', 'nonaktif']"
jelek,jelek,jelek,['jelek'],['jelek'],['jelek']
niat bikin aplikasi susah upload produk gagal jualan hp second tolol alasan spam harga maksudnya namanya sekenan ya murah tolol,niat bikin aplikasi susah upload produk gagal jualan hp second tolol alasan spam harga maksudnya namanya sekenan ya murah tolol,niat bikin aplikasi susah upload produk gagal jualan hp second tolol alasan spam harga maksudnya namanya sekenan ya murah tolol,"['niat', 'bikin', 'aplikasi', 'susah', 'upload', 'produk', 'gagal', 'jualan', 'hp', 'second', 'tolol', 'alasan', 'spam', 'harga', 'maksudnya', 'namanya', 'sekenan', 'ya', 'murah', 'tolol']","['niat', 'bikin', 'aplikasi', 'susah', 'upload', 'produk', 'gagal', 'jualan', 'hp', 'second', 'tolol', 'alasan', 'spam', 'harga', 'maksudnya', 'namanya', 'sekenan', 'murah', 'tolol']","['niat', 'bikin', 'aplikasi', 'susah', 'upload', 'produk', 'gagal', 'jual', 'hp', 'second', 'tolol', 'alas', 'spam', 'harga', 'maksud', 'nama', 'ken', 'murah', 'tolol']"
aneh tibaãâ akun pas masuk daftar ulang daftar fitur akun afiliasi,aneh tiba akun pas masuk daftar ulang daftar fitur akun afiliasi,aneh tiba akun pas masuk daftar ulang daftar fitur akun afiliasi,"['aneh', 'tiba', 'akun', 'pas', 'masuk', 'daftar', 'ulang', 'daftar', 'fitur', 'akun', 'afiliasi']","['aneh', 'tiba', 'akun', 'pas', 'masuk', 'daftar', 'ulang', 'daftar', 'fitur', 'akun', 'afiliasi']","['aneh', 'tiba', 'akun', 'pas', 'masuk', 'daftar', 'ulang', 'daftar', 'fitur', 'akun', 'afiliasi']"
bintang ya toko berhasil aplikasi tiktok shop toko muncul aplikasi tiktok,bintang ya toko berhasil aplikasi tiktok shop toko muncul aplikasi tiktok,bintang ya toko berhasil aplikasi tiktok shop toko muncul aplikasi tiktok,"['bintang', 'ya', 'toko', 'berhasil', 'aplikasi', 'tiktok', 'shop', 'toko', 'muncul', 'aplikasi', 'tiktok']","['bintang', 'toko', 'berhasil', 'aplikasi', 'tiktok', 'shop', 'toko', 'muncul', 'aplikasi', 'tiktok']","['bintang', 'toko', 'hasil', 'aplikasi', 'tiktok', 'shop', 'toko', 'muncul', 'aplikasi', 'tiktok']"
mengunggah tiktok shop kode verifikasinya masukkan,mengunggah tiktok shop kode verifikasinya masukkan,mengunggah tiktok shop kode verifikasinya masukkan,"['mengunggah', 'tiktok', 'shop', 'kode', 'verifikasinya', 'masukkan']","['mengunggah', 'tiktok', 'shop', 'kode', 'verifikasinya', 'masukkan']","['unggah', 'tiktok', 'shop', 'kode', 'verifikasi', 'masuk']"
aplikasi biadab ganti foto bagus kualitas gambar produk blokir alasan masuk akal sistem dagelan,aplikasi biadab ganti foto bagus kualitas gambar produk blokir alasan masuk akal sistem dagelan,aplikasi biadab ganti foto bagus kualitas gambar produk blokir alasan masuk akal sistem dagelan,"['aplikasi', 'biadab', 'ganti', 'foto', 'bagus', 'kualitas', 'gambar', 'produk', 'blokir', 'alasan', 'masuk', 'akal', 'sistem', 'dagelan']","['aplikasi', 'biadab', 'ganti', 'foto', 'bagus', 'kualitas', 'gambar', 'produk', 'blokir', 'alasan', 'masuk', 'akal', 'sistem', 'dagelan']","['aplikasi', 'biadab', 'ganti', 'foto', 'bagus', 'kualitas', 'gambar', 'produk', 'blokir', 'alas', 'masuk', 'akal', 'sistem', 'dagel']"
peraturan jls jualan susah ribet,peraturan jls jualan susah ribet,peraturan jls jualan susah ribet,"['peraturan', 'jls', 'jualan', 'susah', 'ribet']","['peraturan', 'jls', 'jualan', 'susah', 'ribet']","['atur', 'jls', 'jual', 'susah', 'ribet']"
disensor sih alamat pembeli nama pembelinya pengiriman nyasar kasihan menunggu toko rusak keterlambatan kecewa sakali update mohon perbaiki,disensor sih alamat pembeli nama pembelinya pengiriman nyasar kasihan menunggu toko rusak keterlambatan kecewa sakali update mohon perbaiki,disensor sih alamat pembeli nama pembelinya pengiriman nyasar kasihan menunggu toko rusak keterlambatan kecewa sakali update mohon perbaiki,"['disensor', 'sih', 'alamat', 'pembeli', 'nama', 'pembelinya', 'pengiriman', 'nyasar', 'kasihan', 'menunggu', 'toko', 'rusak', 'keterlambatan', 'kecewa', 'sakali', 'update', 'mohon', 'perbaiki']","['disensor', 'sih', 'alamat', 'pembeli', 'nama', 'pembelinya', 'pengiriman', 'nyasar', 'kasihan', 'menunggu', 'toko', 'rusak', 'keterlambatan', 'kecewa', 'sakali', 'update', 'mohon', 'perbaiki']","['sensor', 'sih', 'alamat', 'beli', 'nama', 'bel', 'kirim', 'nyasar', 'kasihan', 'tunggu', 'toko', 'rusak', 'lambat', 'kecewa', 'sakal', 'update', 'mohon', 'baik']"
toko ditiktok dibekukan tuduhan pembelian palsu kesalahan terletak pembeli menyalahgunakan akun dibanned penjual dana ditahan dicairkan menuduh diperiksa detail periksa kebenarannya,toko ditiktok dibekukan tuduhan pembelian palsu kesalahan terletak pembeli menyalahgunakan akun dibanned penjual dana ditahan dicairkan menuduh diperiksa detail periksa kebenarannya,toko ditiktok dibekukan tuduhan pembelian palsu kesalahan terletak pembeli menyalahgunakan akun dibanned penjual dana ditahan dicairkan menuduh diperiksa detail periksa kebenarannya,"['toko', 'ditiktok', 'dibekukan', 'tuduhan', 'pembelian', 'palsu', 'kesalahan', 'terletak', 'pembeli', 'menyalahgunakan', 'akun', 'dibanned', 'penjual', 'dana', 'ditahan', 'dicairkan', 'menuduh', 'diperiksa', 'detail', 'periksa', 'kebenarannya']","['toko', 'ditiktok', 'dibekukan', 'tuduhan', 'pembelian', 'palsu', 'kesalahan', 'terletak', 'pembeli', 'menyalahgunakan', 'akun', 'dibanned', 'penjual', 'dana', 'ditahan', 'dicairkan', 'menuduh', 'diperiksa', 'detail', 'periksa', 'kebenarannya']","['toko', 'ditiktok', 'beku', 'tuduh', 'beli', 'palsu', 'salah', 'letak', 'beli', 'menyalahgunakan', 'akun', 'dibanned', 'jual', 'dana', 'tahan', 'cair', 'tuduh', 'periksa', 'detail', 'periksa', 'benar']"
tolong bantuan levi,tolong bantuan levi,tolong bantuan levi,"['tolong', 'bantuan', 'levi']","['bantuan', 'levi']","['bantu', 'levi']"
woi babi melepaskan kaitan njeng,woi babi melepaskan kaitan njeng,woi babi melepaskan kaitan njeng,"['woi', 'babi', 'melepaskan', 'kaitan', 'njeng']","['woi', 'babi', 'melepaskan', 'kaitan', 'njeng']","['woi', 'babi', 'lepas', 'kait', 'njeng']"
toko ditutup permanent alasan aktif detail produk produk dinonaktifkan menyambung langsung pinalti point buka toko terkena point pelanggran langsung point pelanggaran mengajukan banding recomendasi buka toko menyesal berjualan,toko ditutup permanent alasan aktif detail produk produk dinonaktifkan menyambung langsung pinalti point buka toko terkena point pelanggran langsung point pelanggaran mengajukan banding recomendasi buka toko menyesal berjualan,toko ditutup permanent alasan aktif detail produk produk dinonaktifkan menyambung langsung pinalti point buka toko terkena point pelanggran langsung point pelanggaran mengajukan banding recomendasi buka toko menyesal berjualan,"['toko', 'ditutup', 'permanent', 'alasan', 'aktif', 'detail', 'produk', 'produk', 'dinonaktifkan', 'menyambung', 'langsung', 'pinalti', 'point', 'buka', 'toko', 'terkena', 'point', 'pelanggran', 'langsung', 'point', 'pelanggaran', 'mengajukan', 'banding', 'recomendasi', 'buka', 'toko', 'menyesal', 'berjualan']","['toko', 'ditutup', 'permanent', 'alasan', 'aktif', 'detail', 'produk', 'produk', 'dinonaktifkan', 'menyambung', 'langsung', 'pinalti', 'point', 'buka', 'toko', 'terkena', 'point', 'pelanggran', 'langsung', 'point', 'pelanggaran', 'mengajukan', 'banding', 'recomendasi', 'buka', 'toko', 'menyesal', 'berjualan']","['toko', 'tutup', 'permanent', 'alas', 'aktif', 'detail', 'produk', 'produk', 'nonaktif', 'sambung', 'langsung', 'pinalti', 'point', 'buka', 'toko', 'kena', 'point', 'pelanggran', 'langsung', 'point', 'langgar', 'aju', 'banding', 'recomendasi', 'buka', 'toko', 'sesal', 'jual']"
ya kode verifikasi muncul heran,ya kode verifikasi muncul heran,ya kode verifikasi muncul heran,"['ya', 'kode', 'verifikasi', 'muncul', 'heran']","['kode', 'verifikasi', 'muncul', 'heran']","['kode', 'verifikasi', 'muncul', 'heran']"
login akun nonaktipkan,login akun nonaktipkan,login akun nonaktipkan,"['login', 'akun', 'nonaktipkan']","['login', 'akun', 'nonaktipkan']","['login', 'akun', 'nonaktipkan']"
login giliran masukin akun muncul form pendaftaran sih apps web login,login giliran masukin akun muncul form pendaftaran sih apps web login,login giliran masukin akun muncul form pendaftaran sih apps web login,"['login', 'giliran', 'masukin', 'akun', 'muncul', 'form', 'pendaftaran', 'sih', 'apps', 'web', 'login']","['login', 'giliran', 'masukin', 'akun', 'muncul', 'form', 'pendaftaran', 'sih', 'apps', 'web', 'login']","['login', 'gilir', 'masukin', 'akun', 'muncul', 'form', 'daftar', 'sih', 'apps', 'web', 'login']"
berulang kali upload produk gagal alasan melanggar hak asasi konsumen mengarah trafik deskripsi keterangan gambar produk approve mempersulit aplikasi sistem pre ordernya hadehhhh,berulang kali upload produk gagal alasan melanggar hak asasi konsumen mengarah trafik deskripsi keterangan gambar produk approve mempersulit aplikasi sistem pre ordernya hadeh,berulang kali upload produk gagal alasan melanggar hak asasi konsumen mengarah trafik deskripsi keterangan gambar produk approve mempersulit aplikasi sistem pre ordernya aduh ,"['berulang', 'kali', 'upload', 'produk', 'gagal', 'alasan', 'melanggar', 'hak', 'asasi', 'konsumen', 'mengarah', 'trafik', 'deskripsi', 'keterangan', 'gambar', 'produk', 'approve', 'mempersulit', 'aplikasi', 'sistem', 'pre', 'ordernya', 'aduh']","['berulang', 'kali', 'upload', 'produk', 'gagal', 'alasan', 'melanggar', 'hak', 'asasi', 'konsumen', 'mengarah', 'trafik', 'deskripsi', 'keterangan', 'gambar', 'produk', 'approve', 'mempersulit', 'aplikasi', 'sistem', 'pre', 'ordernya', 'aduh']","['ulang', 'kali', 'upload', 'produk', 'gagal', 'alas', 'langgar', 'hak', 'asasi', 'konsumen', 'arah', 'trafik', 'deskripsi', 'terang', 'gambar', 'produk', 'approve', 'sulit', 'aplikasi', 'sistem', 'pre', 'order', 'aduh']"
mengerti aplikasi diinstall,mengerti aplikasi diinstall,mengerti aplikasi diinstall,"['mengerti', 'aplikasi', 'diinstall']","['mengerti', 'aplikasi', 'diinstall']","['erti', 'aplikasi', 'diinstall']"
tolong hapus data ktp toko tik tok aplikasi tik tok shop tersedia menu penghapusan an data,tolong hapus data ktp toko tik tok aplikasi tik tok shop tersedia menu penghapusan an data,tolong hapus data ktp toko tik tok aplikasi tik tok shop tersedia menu penghapusan an data,"['tolong', 'hapus', 'data', 'ktp', 'toko', 'tik', 'tok', 'aplikasi', 'tik', 'tok', 'shop', 'tersedia', 'menu', 'penghapusan', 'an', 'data']","['hapus', 'data', 'ktp', 'toko', 'tik', 'tok', 'aplikasi', 'tik', 'tok', 'shop', 'tersedia', 'menu', 'penghapusan', 'an', 'data']","['hapus', 'data', 'ktp', 'toko', 'tik', 'tok', 'aplikasi', 'tik', 'tok', 'shop', 'sedia', 'menu', 'hapus', 'an', 'data']"
tiktokshop jasa kirim juta paket return konfirmasi paket jemput cabang terdekat paket return alasan kurir paket return komplen juta langsung tanggapan tiktok memilih expedisi layak,tiktokshop jasa kirim juta paket return konfirmasi paket jemput cabang terdekat paket return alasan kurir paket return komplen juta langsung tanggapan tiktok memilih expedisi layak,tiktokshop jasa kirim juta paket return konfirmasi paket jemput cabang terdekat paket return alasan kurir paket return komplen juta langsung tanggapan tiktok memilih expedisi layak,"['tiktokshop', 'jasa', 'kirim', 'juta', 'paket', 'return', 'konfirmasi', 'paket', 'jemput', 'cabang', 'terdekat', 'paket', 'return', 'alasan', 'kurir', 'paket', 'return', 'komplen', 'juta', 'langsung', 'tanggapan', 'tiktok', 'memilih', 'expedisi', 'layak']","['tiktokshop', 'jasa', 'kirim', 'juta', 'paket', 'return', 'konfirmasi', 'paket', 'jemput', 'cabang', 'terdekat', 'paket', 'return', 'alasan', 'kurir', 'paket', 'return', 'komplen', 'juta', 'langsung', 'tanggapan', 'tiktok', 'memilih', 'expedisi', 'layak']","['tiktokshop', 'jasa', 'kirim', 'juta', 'paket', 'return', 'konfirmasi', 'paket', 'jemput', 'cabang', 'dekat', 'paket', 'return', 'alas', 'kurir', 'paket', 'return', 'komplen', 'juta', 'langsung', 'tanggap', 'tiktok', 'pilih', 'expedisi', 'layak']"
upload produk ribet reject sulit,upload produk ribet reject sulit,upload produk ribet reject sulit,"['upload', 'produk', 'ribet', 'reject', 'sulit']","['upload', 'produk', 'ribet', 'reject', 'sulit']","['upload', 'produk', 'ribet', 'reject', 'sulit']"
proses verifikasi tolak alasan mengerti customer servis bot user paham permasalahan,proses verifikasi tolak alasan mengerti customer servis bot user paham permasalahan,proses verifikasi tolak alasan mengerti customer servis bot user paham permasalahan,"['proses', 'verifikasi', 'tolak', 'alasan', 'mengerti', 'customer', 'servis', 'bot', 'user', 'paham', 'permasalahan']","['proses', 'verifikasi', 'tolak', 'alasan', 'mengerti', 'customer', 'servis', 'bot', 'user', 'paham', 'permasalahan']","['proses', 'verifikasi', 'tolak', 'alas', 'erti', 'customer', 'servis', 'bot', 'user', 'paham', 'masalah']"
isi data pas masuk seller center aplikasi disuruh ngisi,isi data pas masuk seller center aplikasi disuruh ngisi,isi data pas masuk seller center aplikasi disuruh ngisi,"['isi', 'data', 'pas', 'masuk', 'seller', 'center', 'aplikasi', 'disuruh', 'ngisi']","['isi', 'data', 'pas', 'masuk', 'seller', 'center', 'aplikasi', 'disuruh', 'ngisi']","['isi', 'data', 'pas', 'masuk', 'seller', 'center', 'aplikasi', 'suruh', 'ngisi']"
daftar akun tik tok seller ya unggak dokumen mencapai bataspadahal daftar kali,daftar akun tik tok seller ya unggak dokumen mencapai bataspadahal daftar kali,daftar akun tik tok seller ya unggak dokumen mencapai bataspadahal daftar kali,"['daftar', 'akun', 'tik', 'tok', 'seller', 'ya', 'unggak', 'dokumen', 'mencapai', 'bataspadahal', 'daftar', 'kali']","['daftar', 'akun', 'tik', 'tok', 'seller', 'unggak', 'dokumen', 'mencapai', 'bataspadahal', 'daftar', 'kali']","['daftar', 'akun', 'tik', 'tok', 'seller', 'unggak', 'dokumen', 'capai', 'bataspadahal', 'daftar', 'kali']"
daptar pesan jualan disuruh poto ktp lgimalah kaya pinjoludh daptar ulang ulang masuk pesan cacat memperbaiki,daptar pesan jualan disuruh poto ktp lgimalah kaya pinjoludh daptar ulang ulang masuk pesan cacat memperbaiki,daptar pesan jualan disuruh poto ktp lgimalah kaya pinjoludh daptar ulang ulang masuk pesan cacat memperbaiki,"['daptar', 'pesan', 'jualan', 'disuruh', 'poto', 'ktp', 'lgimalah', 'kaya', 'pinjoludh', 'daptar', 'ulang', 'ulang', 'masuk', 'pesan', 'cacat', 'memperbaiki']","['daptar', 'pesan', 'jualan', 'disuruh', 'poto', 'ktp', 'lgimalah', 'kaya', 'pinjoludh', 'daptar', 'ulang', 'ulang', 'masuk', 'pesan', 'cacat', 'memperbaiki']","['daptar', 'pesan', 'jual', 'suruh', 'poto', 'ktp', 'lgimalah', 'kaya', 'pinjoludh', 'daptar', 'ulang', 'ulang', 'masuk', 'pesan', 'cacat', 'baik']"
download jualan akun akun identitas,download jualan akun akun identitas,download jualan akun akun identitas,"['download', 'jualan', 'akun', 'akun', 'identitas']","['download', 'jualan', 'akun', 'akun', 'identitas']","['download', 'jual', 'akun', 'akun', 'identitas']"
sulit kali masuk repot,sulit kali masuk repot,sulit kali masuk repot,"['sulit', 'kali', 'masuk', 'repot']","['sulit', 'kali', 'masuk', 'repot']","['sulit', 'kali', 'masuk', 'repot']"
kapok jualan dsniharus nunggu minggu uang cairkasian modal sedikitt,kapok jualan dsniharus nunggu minggu uang cairkasian modal sedikitt,kapok jualan dsniharus nunggu minggu uang cairkasian modal sedikitt,"['kapok', 'jualan', 'dsniharus', 'nunggu', 'minggu', 'uang', 'cairkasian', 'modal', 'sedikitt']","['kapok', 'jualan', 'dsniharus', 'nunggu', 'minggu', 'uang', 'cairkasian', 'modal', 'sedikitt']","['kapok', 'jual', 'dsniharus', 'nunggu', 'minggu', 'uang', 'cairkasian', 'modal', 'sedikitt']"
komentar aplikasi daftar bacaan mencapai batas akun daftarkan tolong atasi biaar daftar ãåââš,komentar aplikasi daftar bacaan mencapai batas akun daftarkan tolong atasi biaar daftar,komentar aplikasi daftar bacaan mencapai batas akun daftarkan tolong atasi biaar daftar,"['komentar', 'aplikasi', 'daftar', 'bacaan', 'mencapai', 'batas', 'akun', 'daftarkan', 'tolong', 'atasi', 'biaar', 'daftar']","['komentar', 'aplikasi', 'daftar', 'bacaan', 'mencapai', 'batas', 'akun', 'daftarkan', 'atasi', 'biaar', 'daftar']","['komentar', 'aplikasi', 'daftar', 'baca', 'capai', 'batas', 'akun', 'daftar', 'atas', 'biaar', 'daftar']"
seller ditiktok shop kecewa kali pengalaman ditipu pelanggan pengembalian dana tiktok shop barang direturn dibeli berbeda tiktok acc bukti kuat pesanan tolong tiktok sediakan pengaduan seller kejadian tiktok salah penipuan ãåââº,seller ditiktok shop kecewa kali pengalaman ditipu pelanggan pengembalian dana tiktok shop barang direturn dibeli berbeda tiktok acc bukti kuat pesanan tolong tiktok sediakan pengaduan seller kejadian tiktok salah penipuan,seller ditiktok shop kecewa kali pengalaman ditipu pelanggan pengembalian dana tiktok shop barang direturn dibeli berbeda tiktok acc bukti kuat pesanan tolong tiktok sediakan pengaduan seller kejadian tiktok salah penipuan,"['seller', 'ditiktok', 'shop', 'kecewa', 'kali', 'pengalaman', 'ditipu', 'pelanggan', 'pengembalian', 'dana', 'tiktok', 'shop', 'barang', 'direturn', 'dibeli', 'berbeda', 'tiktok', 'acc', 'bukti', 'kuat', 'pesanan', 'tolong', 'tiktok', 'sediakan', 'pengaduan', 'seller', 'kejadian', 'tiktok', 'salah', 'penipuan']","['seller', 'ditiktok', 'shop', 'kecewa', 'kali', 'pengalaman', 'ditipu', 'pelanggan', 'pengembalian', 'dana', 'tiktok', 'shop', 'barang', 'direturn', 'dibeli', 'berbeda', 'tiktok', 'acc', 'bukti', 'kuat', 'pesanan', 'tiktok', 'sediakan', 'pengaduan', 'seller', 'kejadian', 'tiktok', 'salah', 'penipuan']","['seller', 'ditiktok', 'shop', 'kecewa', 'kali', 'alam', 'tipu', 'langgan', 'kembali', 'dana', 'tiktok', 'shop', 'barang', 'direturn', 'beli', 'beda', 'tiktok', 'acc', 'bukti', 'kuat', 'pesan', 'tiktok', 'sedia', 'adu', 'seller', 'jadi', 'tiktok', 'salah', 'tipu']"
parah pembeli kasih ulasan produk dihilangkan sistem tiktokshop asli pembeli langsung tibatiba hilang ulasannya tampil ulasannya parah ulasan penjual merugikan penjual ulasan dihilang tiktokshop susah penjual cari pembeli bersyukur kasih pengalaman beli ditoko eh dihilangkan tiktokshop buruk aturan tiktok merugikan penjual,parah pembeli kasih ulasan produk dihilangkan sistem tiktokshop asli pembeli langsung tibatiba hilang ulasannya tampil ulasannya parah ulasan penjual merugikan penjual ulasan dihilang tiktokshop susah penjual cari pembeli bersyukur kasih pengalaman beli ditoko eh dihilangkan tiktokshop buruk aturan tiktok merugikan penjual,parah pembeli kasih ulasan produk dihilangkan sistem tiktokshop asli pembeli langsung tibatiba hilang ulasannya tampil ulasannya parah ulasan penjual merugikan penjual ulasan dihilang tiktokshop susah penjual cari pembeli bersyukur kasih pengalaman beli ditoko eh dihilangkan tiktokshop buruk aturan tiktok merugikan penjual,"['parah', 'pembeli', 'kasih', 'ulasan', 'produk', 'dihilangkan', 'sistem', 'tiktokshop', 'asli', 'pembeli', 'langsung', 'tibatiba', 'hilang', 'ulasannya', 'tampil', 'ulasannya', 'parah', 'ulasan', 'penjual', 'merugikan', 'penjual', 'ulasan', 'dihilang', 'tiktokshop', 'susah', 'penjual', 'cari', 'pembeli', 'bersyukur', 'kasih', 'pengalaman', 'beli', 'ditoko', 'eh', 'dihilangkan', 'tiktokshop', 'buruk', 'aturan', 'tiktok', 'merugikan', 'penjual']","['parah', 'pembeli', 'kasih', 'ulasan', 'produk', 'dihilangkan', 'sistem', 'tiktokshop', 'asli', 'pembeli', 'langsung', 'tibatiba', 'hilang', 'ulasannya', 'tampil', 'ulasannya', 'parah', 'ulasan', 'penjual', 'merugikan', 'penjual', 'ulasan', 'dihilang', 'tiktokshop', 'susah', 'penjual', 'cari', 'pembeli', 'bersyukur', 'kasih', 'pengalaman', 'beli', 'ditoko', 'eh', 'dihilangkan', 'tiktokshop', 'buruk', 'aturan', 'tiktok', 'merugikan', 'penjual']","['parah', 'beli', 'kasih', 'ulas', 'produk', 'hilang', 'sistem', 'tiktokshop', 'asli', 'beli', 'langsung', 'tibatiba', 'hilang', 'ulas', 'tampil', 'ulas', 'parah', 'ulas', 'jual', 'rugi', 'jual', 'ulas', 'hilang', 'tiktokshop', 'susah', 'jual', 'cari', 'beli', 'syukur', 'kasih', 'alam', 'beli', 'toko', 'eh', 'hilang', 'tiktokshop', 'buruk', 'atur', 'tiktok', 'rugi', 'jual']"
